Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeWin
2016-09-24,Liverpool,Hull,5.0,1.0,H,3.0,0.0,H,A Marriner,32.0,2.0,12.0,1.0,8.0,8.0,13.0,2.0,1.0,2.0,0.0,1.0,1
2016-10-17,Liverpool,Man United,0.0,0.0,D,0.0,0.0,D,A Taylor,9.0,7.0,3.0,1.0,14.0,20.0,3.0,1.0,0.0,4.0,0.0,0.0,1
2016-10-22,Liverpool,West Brom,2.0,1.0,H,2.0,0.0,H,N Swarbrick,21.0,6.0,7.0,1.0,9.0,13.0,3.0,2.0,1.0,3.0,0.0,0.0,1
2016-06-11,Liverpool,Watford,6.0,1.0,H,3.0,0.0,H,M Oliver,28.0,11.0,17.0,8.0,14.0,10.0,6.0,3.0,1.0,2.0,0.0,0.0,1
2016-11-26,Liverpool,Sunderland,2.0,0.0,H,0.0,0.0,D,A Taylor,27.0,6.0,7.0,1.0,5.0,9.0,9.0,4.0,1.0,3.0,0.0,0.0,1
2016-11-12,Liverpool,West Ham,2.0,2.0,D,1.0,2.0,A,M Clattenburg,18.0,7.0,3.0,3.0,7.0,8.0,11.0,4.0,2.0,0.0,0.0,0.0,1
2016-12-27,Liverpool,Stoke,4.0,1.0,H,2.0,1.0,H,M Oliver,20.0,6.0,6.0,2.0,9.0,6.0,8.0,2.0,0.0,1.0,0.0,0.0,1
2016-12-31,Liverpool,Man City,1.0,0.0,H,1.0,0.0,H,C Pawson,5.0,9.0,1.0,2.0,12.0,12.0,4.0,6.0,2.0,1.0,0.0,0.0,1
2017-01-21,Liverpool,Swansea,2.0,3.0,A,0.0,0.0,D,K Friend,16.0,6.0,5.0,3.0,7.0,7.0,6.0,3.0,1.0,1.0,0.0,0.0,0
2017-01-31,Liverpool,Chelsea,1.0,1.0,D,0.0,1.0,A,M Clattenburg,7.0,8.0,3.0,2.0,13.0,8.0,3.0,3.0,2.0,1.0,0.0,0.0,1
2017-11-02,Liverpool,Tottenham,2.0,0.0,H,2.0,0.0,H,A Taylor,17.0,7.0,9.0,2.0,14.0,14.0,10.0,3.0,3.0,4.0,0.0,0.0,1
2017-04-03,Liverpool,Arsenal,3.0,1.0,H,2.0,0.0,H,R Madley,18.0,7.0,7.0,3.0,8.0,15.0,9.0,3.0,1.0,2.0,0.0,0.0,1
2017-12-03,Liverpool,Burnley,2.0,1.0,H,1.0,1.0,D,C Pawson,10.0,11.0,3.0,1.0,12.0,16.0,11.0,1.0,2.0,2.0,0.0,0.0,1
2017-01-04,Liverpool,Everton,3.0,1.0,H,2.0,1.0,H,A Taylor,10.0,9.0,6.0,4.0,17.0,10.0,2.0,3.0,1.0,3.0,0.0,0.0,1
2017-05-04,Liverpool,Bournemouth,2.0,2.0,D,1.0,1.0,D,L Mason,20.0,7.0,8.0,2.0,11.0,8.0,7.0,2.0,1.0,1.0,0.0,0.0,1
2017-04-23,Liverpool,Crystal Palace,1.0,2.0,A,1.0,1.0,D,A Marriner,14.0,7.0,1.0,3.0,8.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,0
2017-07-05,Liverpool,Southampton,0.0,0.0,D,0.0,0.0,D,R Madley,17.0,4.0,8.0,0.0,9.0,4.0,3.0,6.0,1.0,3.0,0.0,0.0,1
2017-05-21,Liverpool,Middlesbrough,3.0,0.0,H,1.0,0.0,H,M Atkinson,25.0,9.0,10.0,3.0,13.0,8.0,3.0,3.0,0.0,1.0,0.0,0.0,1
2017-08-19,Liverpool,Crystal Palace,1.0,0.0,H,0.0,0.0,D,K Friend,23.0,4.0,13.0,1.0,12.0,13.0,4.0,2.0,1.0,3.0,0.0,0.0,1
2017-08-27,Liverpool,Arsenal,4.0,0.0,H,2.0,0.0,H,C Pawson,18.0,8.0,10.0,0.0,6.0,9.0,4.0,3.0,2.0,4.0,0.0,0.0,1
2017-09-16,Liverpool,Burnley,1.0,1.0,D,1.0,1.0,D,R East,35.0,5.0,9.0,4.0,7.0,9.0,12.0,2.0,1.0,2.0,0.0,0.0,1
2017-10-14,Liverpool,Man United,0.0,0.0,D,0.0,0.0,D,M Atkinson,19.0,6.0,5.0,1.0,7.0,13.0,7.0,3.0,0.0,2.0,0.0,0.0,1
2017-10-28,Liverpool,Huddersfield,3.0,0.0,H,0.0,0.0,D,K Friend,16.0,1.0,8.0,0.0,10.0,8.0,9.0,2.0,0.0,1.0,0.0,0.0,1
2017-11-18,Liverpool,Southampton,3.0,0.0,H,2.0,0.0,H,M Jones,21.0,5.0,8.0,0.0,15.0,9.0,10.0,2.0,1.0,1.0,0.0,0.0,1
2017-11-25,Liverpool,Chelsea,1.0,1.0,D,0.0,0.0,D,M Oliver,16.0,11.0,4.0,3.0,10.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,1
2017-10-12,Liverpool,Everton,1.0,1.0,D,1.0,0.0,H,C Pawson,23.0,3.0,3.0,2.0,8.0,11.0,12.0,1.0,1.0,3.0,0.0,0.0,1
2017-12-13,Liverpool,West Brom,0.0,0.0,D,0.0,0.0,D,P Tierney,14.0,6.0,5.0,1.0,16.0,6.0,5.0,7.0,1.0,0.0,0.0,0.0,1
2017-12-26,Liverpool,Swansea,5.0,0.0,H,1.0,0.0,H,K Friend,22.0,7.0,9.0,4.0,5.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0,1
2017-12-30,Liverpool,Leicester,2.0,1.0,H,0.0,1.0,A,N Swarbrick,17.0,7.0,6.0,1.0,7.0,3.0,7.0,1.0,3.0,2.0,0.0,0.0,1
2018-01-14,Liverpool,Man City,4.0,3.0,H,1.0,1.0,D,A Marriner,16.0,11.0,7.0,4.0,10.0,7.0,5.0,6.0,2.0,3.0,0.0,0.0,1
2018-04-02,Liverpool,Tottenham,2.0,2.0,D,1.0,0.0,H,J Moss,9.0,13.0,3.0,6.0,15.0,9.0,3.0,7.0,3.0,1.0,0.0,0.0,1
2018-02-24,Liverpool,West Ham,4.0,1.0,H,1.0,0.0,H,S Attwell,21.0,7.0,12.0,4.0,7.0,7.0,8.0,2.0,0.0,2.0,0.0,0.0,1
2018-03-03,Liverpool,Newcastle,2.0,0.0,H,1.0,0.0,H,G Scott,14.0,7.0,3.0,2.0,7.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,1
2018-03-17,Liverpool,Watford,5.0,0.0,H,2.0,0.0,H,A Taylor,13.0,4.0,10.0,1.0,5.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,1
2018-04-14,Liverpool,Bournemouth,3.0,0.0,H,1.0,0.0,H,C Kavanagh,20.0,6.0,7.0,1.0,9.0,9.0,7.0,5.0,1.0,1.0,0.0,0.0,1
2018-04-28,Liverpool,Stoke,0.0,0.0,D,0.0,0.0,D,A Marriner,20.0,5.0,2.0,1.0,7.0,14.0,9.0,2.0,1.0,2.0,0.0,0.0,1
2018-05-13,Liverpool,Brighton,4.0,0.0,H,2.0,0.0,H,K Friend,22.0,2.0,11.0,1.0,3.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,1
2018-12-08,Liverpool,West Ham,4.0,0.0,H,2.0,0.0,H,A Taylor,18.0,5.0,8.0,2.0,14.0,9.0,5.0,4.0,1.0,2.0,0.0,0.0,1
2018-08-25,Liverpool,Brighton,1.0,0.0,H,1.0,0.0,H,C Kavanagh,22.0,6.0,8.0,2.0,8.0,14.0,8.0,5.0,1.0,1.0,0.0,0.0,1
2018-09-22,Liverpool,Southampton,3.0,0.0,H,3.0,0.0,H,P Tierney,12.0,7.0,4.0,1.0,7.0,10.0,5.0,4.0,0.0,2.0,0.0,0.0,1
2018-07-10,Liverpool,Man City,0.0,0.0,D,0.0,0.0,D,M Atkinson,7.0,6.0,2.0,2.0,10.0,10.0,2.0,6.0,1.0,3.0,0.0,0.0,1
2018-10-27,Liverpool,Cardiff,4.0,1.0,H,1.0,0.0,H,S Attwell,19.0,2.0,7.0,1.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1
2018-11-11,Liverpool,Fulham,2.0,0.0,H,1.0,0.0,H,P Tierney,20.0,8.0,7.0,3.0,11.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0,1
2018-02-12,Liverpool,Everton,1.0,0.0,H,0.0,0.0,D,C Kavanagh,16.0,9.0,3.0,3.0,12.0,7.0,8.0,1.0,3.0,2.0,0.0,0.0,1
2018-12-16,Liverpool,Man United,3.0,1.0,H,1.0,1.0,D,M Atkinson,36.0,6.0,11.0,2.0,6.0,14.0,13.0,2.0,0.0,2.0,0.0,0.0,1
2018-12-26,Liverpool,Newcastle,4.0,0.0,H,1.0,0.0,H,G Scott,16.0,6.0,8.0,2.0,7.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,1
2018-12-29,Liverpool,Arsenal,5.0,1.0,H,4.0,1.0,H,M Oliver,15.0,8.0,10.0,2.0,8.0,13.0,5.0,3.0,1.0,2.0,0.0,0.0,1
2019-01-19,Liverpool,Crystal Palace,4.0,3.0,H,0.0,1.0,A,J Moss,19.0,9.0,9.0,3.0,6.0,8.0,8.0,3.0,0.0,1.0,1.0,0.0,1
2019-01-30,Liverpool,Leicester,1.0,1.0,D,1.0,1.0,D,M Atkinson,10.0,5.0,3.0,2.0,13.0,6.0,7.0,1.0,1.0,3.0,0.0,0.0,1
2019-09-02,Liverpool,Bournemouth,3.0,0.0,H,2.0,0.0,H,A Taylor,20.0,12.0,9.0,2.0,14.0,6.0,8.0,5.0,2.0,2.0,0.0,0.0,1
2019-02-27,Liverpool,Watford,5.0,0.0,H,2.0,0.0,H,G Scott,19.0,5.0,10.0,3.0,5.0,7.0,6.0,4.0,0.0,2.0,0.0,0.0,1
2019-10-03,Liverpool,Burnley,4.0,2.0,H,2.0,1.0,H,A Marriner,23.0,3.0,5.0,2.0,4.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,1
2019-03-31,Liverpool,Tottenham,2.0,1.0,H,1.0,0.0,H,M Atkinson,14.0,11.0,3.0,2.0,5.0,8.0,10.0,3.0,0.0,1.0,0.0,0.0,1
2019-04-14,Liverpool,Chelsea,2.0,0.0,H,0.0,0.0,D,M Oliver,15.0,6.0,7.0,3.0,5.0,9.0,9.0,2.0,0.0,1.0,0.0,0.0,1
2019-04-26,Liverpool,Huddersfield,5.0,0.0,H,3.0,0.0,H,K Friend,21.0,5.0,7.0,1.0,5.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,1
2019-12-05,Liverpool,Wolves,2.0,0.0,H,1.0,0.0,H,M Atkinson,13.0,7.0,5.0,2.0,3.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0,1
2019-09-08,Liverpool,Norwich,4.0,1.0,H,4.0,0.0,H,M Oliver,15.0,12.0,7.0,5.0,9.0,9.0,11.0,2.0,0.0,2.0,0.0,0.0,1
2019-08-24,Liverpool,Arsenal,3.0,1.0,H,1.0,0.0,H,A Taylor,25.0,9.0,5.0,3.0,8.0,5.0,6.0,4.0,1.0,1.0,0.0,0.0,1
2019-09-14,Liverpool,Newcastle,3.0,1.0,H,2.0,1.0,H,A Marriner,21.0,8.0,9.0,1.0,5.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,1
2019-05-10,Liverpool,Leicester,2.0,1.0,H,1.0,0.0,H,C Kavanagh,18.0,2.0,8.0,1.0,9.0,17.0,4.0,6.0,1.0,4.0,0.0,0.0,1
2019-10-27,Liverpool,Tottenham,2.0,1.0,H,0.0,1.0,A,A Taylor,21.0,11.0,13.0,4.0,9.0,11.0,8.0,3.0,3.0,3.0,0.0,0.0,1
2019-10-11,Liverpool,Man City,3.0,1.0,H,2.0,0.0,H,M Oliver,12.0,18.0,5.0,3.0,10.0,5.0,4.0,13.0,0.0,2.0,0.0,0.0,1
2019-11-30,Liverpool,Brighton,2.0,1.0,H,2.0,0.0,H,M Atkinson,15.0,12.0,7.0,5.0,3.0,10.0,4.0,5.0,0.0,0.0,1.0,0.0,1
2019-04-12,Liverpool,Everton,5.0,2.0,H,4.0,2.0,H,M Dean,11.0,12.0,5.0,4.0,13.0,17.0,5.0,6.0,1.0,2.0,0.0,0.0,1
2019-12-14,Liverpool,Watford,2.0,0.0,H,1.0,0.0,H,A Marriner,16.0,8.0,6.0,2.0,8.0,6.0,6.0,3.0,2.0,1.0,0.0,0.0,1
2019-12-29,Liverpool,Wolves,1.0,0.0,H,1.0,0.0,H,A Taylor,10.0,10.0,3.0,2.0,7.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,1
2020-02-01,Liverpool,Sheffield United,2.0,0.0,H,1.0,0.0,H,P Tierney,19.0,3.0,7.0,2.0,5.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,1
2020-01-19,Liverpool,Man United,2.0,0.0,H,1.0,0.0,H,C Pawson,16.0,9.0,5.0,4.0,7.0,10.0,11.0,5.0,1.0,3.0,0.0,0.0,1
2020-01-02,Liverpool,Southampton,4.0,0.0,H,0.0,0.0,D,K Friend,16.0,17.0,9.0,4.0,9.0,15.0,6.0,11.0,0.0,2.0,0.0,0.0,1
2020-02-24,Liverpool,West Ham,3.0,2.0,H,1.0,1.0,D,J Moss,25.0,7.0,7.0,4.0,4.0,10.0,16.0,8.0,0.0,3.0,0.0,0.0,1
2020-07-03,Liverpool,Bournemouth,2.0,1.0,H,2.0,1.0,H,P Tierney,14.0,6.0,6.0,4.0,10.0,12.0,9.0,4.0,0.0,1.0,0.0,0.0,1
2020-06-24,Liverpool,Crystal Palace,4.0,0.0,H,2.0,0.0,H,M Atkinson,21.0,3.0,7.0,0.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1
2020-05-07,Liverpool,Aston Villa,2.0,0.0,H,0.0,0.0,D,P Tierney,6.0,9.0,4.0,3.0,18.0,8.0,7.0,5.0,1.0,1.0,0.0,0.0,1
2020-11-07,Liverpool,Burnley,1.0,1.0,D,1.0,0.0,H,D Coote,23.0,6.0,9.0,2.0,7.0,4.0,12.0,6.0,1.0,2.0,0.0,0.0,1
2020-07-22,Liverpool,Chelsea,5.0,3.0,H,3.0,1.0,H,A Marriner,10.0,10.0,7.0,5.0,8.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,1
2020-12-09,Liverpool,Leeds,4.0,3.0,H,3.0,2.0,H,M Oliver,22.0,6.0,6.0,3.0,9.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,1
2020-09-28,Liverpool,Arsenal,3.0,1.0,H,2.0,1.0,H,C Pawson,21.0,4.0,8.0,3.0,11.0,7.0,7.0,3.0,2.0,2.0,0.0,0.0,1
2020-10-24,Liverpool,Sheffield United,2.0,1.0,H,1.0,1.0,D,M Dean,17.0,13.0,5.0,2.0,7.0,15.0,7.0,3.0,0.0,3.0,0.0,0.0,1
2020-10-31,Liverpool,West Ham,2.0,1.0,H,1.0,1.0,D,K Friend,9.0,4.0,5.0,3.0,13.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,1
2020-11-22,Liverpool,Leicester,3.0,0.0,H,2.0,0.0,H,C Kavanagh,24.0,11.0,13.0,4.0,15.0,6.0,10.0,3.0,0.0,2.0,0.0,0.0,1
2020-06-12,Liverpool,Wolves,4.0,0.0,H,1.0,0.0,H,C Pawson,11.0,9.0,6.0,3.0,8.0,14.0,4.0,6.0,1.0,1.0,0.0,0.0,1
2020-12-16,Liverpool,Tottenham,2.0,1.0,H,1.0,1.0,D,A Taylor,17.0,8.0,11.0,2.0,8.0,9.0,7.0,4.0,0.0,2.0,0.0,0.0,1
2020-12-27,Liverpool,West Brom,1.0,1.0,D,1.0,0.0,H,K Friend,17.0,5.0,2.0,3.0,8.0,5.0,8.0,3.0,0.0,1.0,0.0,0.0,1
2021-01-17,Liverpool,Man United,0.0,0.0,D,0.0,0.0,D,P Tierney,17.0,8.0,3.0,4.0,15.0,6.0,7.0,3.0,2.0,1.0,0.0,0.0,1
2021-01-21,Liverpool,Burnley,0.0,1.0,A,0.0,0.0,D,M Dean,27.0,6.0,6.0,4.0,11.0,8.0,12.0,0.0,2.0,1.0,0.0,0.0,0
2021-03-02,Liverpool,Brighton,0.0,1.0,A,0.0,0.0,D,K Friend,11.0,13.0,1.0,4.0,12.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,0
2021-07-02,Liverpool,Man City,1.0,4.0,A,0.0,0.0,D,M Oliver,8.0,8.0,3.0,5.0,13.0,8.0,6.0,1.0,2.0,1.0,0.0,0.0,0
2021-02-20,Liverpool,Everton,0.0,2.0,A,0.0,1.0,A,C Kavanagh,15.0,9.0,6.0,6.0,10.0,10.0,7.0,2.0,2.0,1.0,0.0,0.0,0
2021-04-03,Liverpool,Chelsea,0.0,1.0,A,0.0,1.0,A,M Atkinson,7.0,11.0,1.0,5.0,9.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0
2021-07-03,Liverpool,Fulham,0.0,1.0,A,0.0,1.0,A,K Friend,16.0,10.0,3.0,3.0,10.0,8.0,9.0,4.0,2.0,3.0,0.0,0.0,0
2021-10-04,Liverpool,Aston Villa,2.0,1.0,H,0.0,1.0,A,P Tierney,23.0,9.0,10.0,5.0,16.0,11.0,7.0,0.0,2.0,4.0,0.0,0.0,1
2021-04-24,Liverpool,Newcastle,1.0,1.0,D,1.0,0.0,H,A Marriner,22.0,7.0,9.0,4.0,9.0,7.0,6.0,3.0,2.0,1.0,0.0,0.0,1
2021-08-05,Liverpool,Southampton,2.0,0.0,H,1.0,0.0,H,K Friend,14.0,12.0,6.0,6.0,10.0,6.0,8.0,4.0,0.0,1.0,0.0,0.0,1
2021-05-23,Liverpool,Crystal Palace,2.0,0.0,H,1.0,0.0,H,C Pawson,19.0,5.0,5.0,4.0,10.0,8.0,14.0,1.0,2.0,2.0,0.0,0.0,1
2021-08-21,Liverpool,Burnley,2.0,0.0,H,1.0,0.0,H,M Dean,27.0,9.0,9.0,3.0,6.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,1
2021-08-28,Liverpool,Chelsea,1.0,1.0,D,1.0,1.0,D,A Taylor,24.0,6.0,7.0,3.0,13.0,4.0,12.0,3.0,0.0,2.0,0.0,1.0,1
2021-09-18,Liverpool,Crystal Palace,3.0,0.0,H,1.0,0.0,H,A Madley,25.0,13.0,10.0,2.0,17.0,11.0,10.0,5.0,3.0,1.0,0.0,0.0,1
2021-03-10,Liverpool,Man City,2.0,2.0,D,0.0,0.0,D,P Tierney,6.0,12.0,4.0,3.0,10.0,12.0,3.0,4.0,3.0,3.0,0.0,0.0,1
2021-10-30,Liverpool,Brighton,2.0,2.0,D,2.0,1.0,H,M Dean,14.0,9.0,3.0,6.0,8.0,5.0,5.0,3.0,2.0,2.0,0.0,0.0,1
2021-11-20,Liverpool,Arsenal,4.0,0.0,H,1.0,0.0,H,M Oliver,19.0,5.0,9.0,3.0,15.0,12.0,6.0,1.0,2.0,0.0,0.0,0.0,1
2021-11-27,Liverpool,Southampton,4.0,0.0,H,3.0,0.0,H,A Marriner,20.0,7.0,6.0,3.0,7.0,14.0,5.0,7.0,0.0,1.0,0.0,0.0,1
2021-11-12,Liverpool,Aston Villa,1.0,0.0,H,0.0,0.0,D,S Attwell,20.0,4.0,5.0,0.0,13.0,6.0,11.0,3.0,1.0,2.0,0.0,0.0,1
2021-12-16,Liverpool,Newcastle,3.0,1.0,H,2.0,1.0,H,M Dean,23.0,4.0,8.0,2.0,9.0,4.0,11.0,0.0,1.0,3.0,0.0,0.0,1
2022-01-16,Liverpool,Brentford,3.0,0.0,H,1.0,0.0,H,J Moss,27.0,6.0,13.0,1.0,6.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,1
2022-10-02,Liverpool,Leicester,2.0,0.0,H,1.0,0.0,H,C Kavanagh,22.0,5.0,11.0,1.0,11.0,7.0,7.0,6.0,1.0,0.0,0.0,0.0,1
2022-02-19,Liverpool,Norwich,3.0,1.0,H,0.0,0.0,D,M Dean,29.0,6.0,8.0,1.0,7.0,8.0,9.0,4.0,0.0,1.0,0.0,0.0,1
